# Ausgabe:______________________________________________________
# Zeit	X	Y	Z	VX	VY	VZ	L	E
7.53	-5.84729	-0.215642	-3.14573e-14	0.625203	0.108566	-7.51386e-15	0.5	0.0304296
7.54	-5.84104	-0.214557	-3.15281e-14	0.625495	0.108577	-7.08424e-15	0.5	0.0304294
7.55	-5.83478	-0.213471	-3.16018e-14	0.625787	0.108588	-7.37224e-15	0.5	0.0304291
7.56	-5.82852	-0.212385	-3.16771e-14	0.62608	0.108599	-7.52199e-15	0.5	0.0304289
7.57	-5.82226	-0.211299	-3.17459e-14	0.626374	0.108609	-6.88502e-15	0.5	0.0304286
7.58	-5.81599	-0.210212	-3.18178e-14	0.626669	0.10862	-7.18792e-15	0.5	0.0304284
7.59	-5.80972	-0.209126	-3.18953e-14	0.626964	0.108631	-7.75238e-15	0.5	0.0304282
7.6	-5.80345	-0.20804	-3.1971e-14	0.627259	0.108641	-7.57349e-15	0.5	0.0304279
7.61	-5.79717	-0.206953	-3.20436e-14	0.627556	0.108652	-7.25297e-15	0.5	0.0304277
7.62	-5.79089	-0.205866	-3.21173e-14	0.627853	0.108663	-7.37088e-15	0.5	0.0304274
7.63	-5.78461	-0.20478	-3.2187e-14	0.62815	0.108673	-6.97176e-15	0.5	0.0304272
7.64	-5.77833	-0.203693	-3.22613e-14	0.628449	0.108684	-7.43051e-15	0.5	0.0304269
7.65	-5.77204	-0.202606	-3.23416e-14	0.628748	0.108694	-8.0275e-15	0.5	0.0304267
7.66	-5.76575	-0.201519	-3.24265e-14	0.629047	0.108705	-8.49506e-15	0.5	0.0304264
7.67	-5.75946	-0.200432	-3.25113e-14	0.629347	0.108715	-8.4727e-15	0.5	0.0304262
7.68	-5.75316	-0.199345	-3.25951e-14	0.629648	0.108726	-8.38054e-15	0.5	0.0304259
7.69	-5.74686	-0.198257	-3.26795e-14	0.62995	0.108736	-8.44289e-15	0.5	0.0304257
7.7	-5.74056	-0.19717	-3.27607e-14	0.630252	0.108747	-8.11762e-15	0.5	0.0304254
7.71	-5.73425	-0.196082	-3.2838e-14	0.630555	0.108757	-7.7368e-15	0.5	0.0304251
7.72	-5.72794	-0.194994	-3.29094e-14	0.630859	0.108767	-7.14117e-15	0.5	0.0304249
7.73	-5.72163	-0.193907	-3.29793e-14	0.631163	0.108778	-6.98396e-15	0.5	0.0304246
7.74	-5.71532	-0.192819	-3.30438e-14	0.631468	0.108788	-6.45473e-15	0.5	0.0304244
7.75	-5.709	-0.191731	-3.31015e-14	0.631774	0.108798	-5.76626e-15	0.5	0.0304241
7.76	-5.70268	-0.190643	-3.31527e-14	0.63208	0.108809	-5.11981e-15	0.5	0.0304239
7.77	-5.69636	-0.189555	-3.32062e-14	0.632387	0.108819	-5.35088e-15	0.5	0.0304236
7.78	-5.69003	-0.188466	-3.32592e-14	0.632694	0.108829	-5.29802e-15	0.5	0.0304233
7.79	-5.6837	-0.187378	-3.33115e-14	0.633003	0.108839	-5.23636e-15	0.5	0.0304231
7.8	-5.67737	-0.186289	-3.33641e-14	0.633312	0.10885	-5.25465e-15	0.5	0.0304228
7.81	-5.67103	-0.185201	-3.34215e-14	0.633622	0.10886	-5.73848e-15	0.5	0.0304225
7.82	-5.66469	-0.184112	-3.34812e-14	0.633932	0.10887	-5.97633e-15	0.5	0.0304223
7.83	-5.65835	-0.183023	-3.35381e-14	0.634243	0.10888	-5.68156e-15	0.5	0.030422
7.84	-5.652	-0.181934	-3.35912e-14	0.634555	0.10889	-5.3109e-15	0.5	0.0304217
7.85	-5.64565	-0.180845	-3.3645e-14	0.634868	0.1089	-5.38544e-15	0.5	0.0304214
7.86	-5.6393	-0.179756	-3.37027e-14	0.635181	0.10891	-5.76829e-15	0.5	0.0304212
7.87	-5.63295	-0.178667	-3.37648e-14	0.635495	0.10892	-6.21214e-15	0.5	0.0304209
7.88	-5.62659	-0.177578	-3.3824e-14	0.63581	0.10893	-5.91737e-15	0.5	0.0304206
7.89	-5.62023	-0.176488	-3.38832e-14	0.636125	0.10894	-5.92212e-15	0.5	0.0304203
7.9	-5.61386	-0.175399	-3.39438e-14	0.636441	0.10895	-6.05561e-15	0.5	0.0304201
7.91	-5.60749	-0.174309	-3.39999e-14	0.636758	0.10896	-5.61041e-15	0.5	0.0304198
7.92	-5.60112	-0.17322	-3.40613e-14	0.637075	0.10897	-6.14709e-15	0.5	0.0304195
7.93	-5.59475	-0.17213	-3.41177e-14	0.637394	0.10898	-5.63548e-15	0.5	0.0304192
7.94	-5.58837	-0.17104	-3.4176e-14	0.637713	0.10899	-5.8286e-15	0.5	0.0304189
7.95	-5.58199	-0.16995	-3.42277e-14	0.638033	0.108999	-5.17198e-15	0.5	0.0304187
7.96	-5.57561	-0.16886	-3.42855e-14	0.638353	0.109009	-5.78049e-15	0.5	0.0304184
7.97	-5.56922	-0.16777	-3.43501e-14	0.638674	0.109019	-6.45609e-15	0.5	0.0304181
7.98	-5.56283	-0.166679	-3.441e-14	0.638996	0.109029	-5.99598e-15	0.5	0.0304178
7.99	-5.55644	-0.165589	-3.44632e-14	0.639319	0.109038	-5.31496e-15	0.5	0.0304175
8	-5.55004	-0.164498	-3.45216e-14	0.639642	0.109048	-5.84283e-15	0.5	0.0304172
8.01	-5.54364	-0.163408	-3.45845e-14	0.639967	0.109057	-6.286e-15	0.5	0.0304169
8.02	-5.53724	-0.162317	-3.46517e-14	0.640292	0.109067	-6.71833e-15	0.5	0.0304166
8.03	-5.53083	-0.161226	-3.47151e-14	0.640617	0.109077	-6.34224e-15	0.5	0.0304163
8.04	-5.52442	-0.160136	-3.47772e-14	0.640944	0.109086	-6.20807e-15	0.5	0.030416
8.05	-5.51801	-0.159045	-3.4842e-14	0.641271	0.109096	-6.48319e-15	0.5	0.0304157
8.06	-5.5116	-0.157954	-3.49033e-14	0.641599	0.109105	-6.13015e-15	0.5	0.0304154
8.07	-5.50518	-0.156862	-3.49679e-14	0.641928	0.109114	-6.46557e-15	0.5	0.0304151
8.08	-5.49875	-0.155771	-3.50376e-14	0.642257	0.109124	-6.96227e-15	0.5	0.0304148
8.09	-5.49233	-0.15468	-3.5107e-14	0.642588	0.109133	-6.94669e-15	0.5	0.0304145
8.1	-5.4859	-0.153588	-3.51787e-14	0.642919	0.109143	-7.1703e-15	0.5	0.0304142
8.11	-5.47947	-0.152497	-3.52505e-14	0.643251	0.109152	-7.17234e-15	0.5	0.0304139
8.12	-5.47303	-0.151405	-3.53234e-14	0.643583	0.109161	-7.29499e-15	0.5	0.0304136
8.13	-5.46659	-0.150314	-3.53911e-14	0.643917	0.10917	-6.77118e-15	0.5	0.0304133
8.14	-5.46015	-0.149222	-3.54562e-14	0.644251	0.109179	-6.5103e-15	0.5	0.030413
8.15	-5.4537	-0.14813	-3.55271e-14	0.644586	0.109189	-7.08424e-15	0.5	0.0304127
8.16	-5.44725	-0.147038	-3.55931e-14	0.644922	0.109198	-6.60652e-15	0.5	0.0304124
8.17	-5.4408	-0.145946	-3.56564e-14	0.645259	0.109207	-6.32598e-15	0.5	0.0304121
8.18	-5.43435	-0.144854	-3.57162e-14	0.645596	0.109216	-5.97836e-15	0.5	0.0304118
8.19	-5.42789	-0.143761	-3.57803e-14	0.645934	0.109225	-6.41407e-15	0.5	0.0304114
8.2	-5.42142	-0.142669	-3.58473e-14	0.646273	0.109234	-6.69732e-15	0.5	0.0304111
8.21	-5.41496	-0.141577	-3.59181e-14	0.646613	0.109243	-7.08018e-15	0.5	0.0304108
8.22	-5.40849	-0.140484	-3.59833e-14	0.646954	0.109252	-6.52317e-15	0.5	0.0304105
8.23	-5.40201	-0.139392	-3.60553e-14	0.647296	0.109261	-7.19876e-15	0.5	0.0304102
8.24	-5.39554	-0.138299	-3.61262e-14	0.647638	0.109269	-7.09034e-15	0.5	0.0304098
8.25	-5.38906	-0.137206	-3.61936e-14	0.647981	0.109278	-6.73459e-15	0.5	0.0304095
8.26	-5.38258	-0.136113	-3.62599e-14	0.648325	0.109287	-6.63566e-15	0.5	0.0304092
8.27	-5.37609	-0.13502	-3.63205e-14	0.64867	0.109296	-6.05425e-15	0.5	0.0304088
8.28	-5.3696	-0.133927	-3.63823e-14	0.649016	0.109304	-6.18842e-15	0.5	0.0304085
8.29	-5.3631	-0.132834	-3.64455e-14	0.649362	0.109313	-6.3104e-15	0.5	0.0304082
8.3	-5.35661	-0.131741	-3.65143e-14	0.649709	0.109322	-6.88096e-15	0.5	0.0304079
8.31	-5.35011	-0.130648	-3.65774e-14	0.650058	0.10933	-6.31717e-15	0.5	0.0304075
8.32	-5.3436	-0.129554	-3.66464e-14	0.650407	0.109339	-6.90061e-15	0.5	0.0304072
8.33	-5.3371	-0.128461	-3.67086e-14	0.650757	0.109347	-6.21349e-15	0.5	0.0304068
8.34	-5.33058	-0.127367	-3.67673e-14	0.651107	0.109356	-5.87265e-15	0.5	0.0304065
8.35	-5.32407	-0.126273	-3.68194e-14	0.651459	0.109364	-5.21264e-15	0.5	0.0304062
8.36	-5.31755	-0.12518	-3.68757e-14	0.651811	0.109372	-5.62667e-15	0.5	0.0304058
8.37	-5.31103	-0.124086	-3.69339e-14	0.652165	0.109381	-5.82521e-15	0.5	0.0304055
8.38	-5.3045	-0.122992	-3.69983e-14	0.652519	0.109389	-6.43914e-15	0.5	0.0304051
8.39	-5.29798	-0.121898	-3.70621e-14	0.652874	0.109397	-6.37341e-15	0.5	0.0304048
8.4	-5.29144	-0.120804	-3.71199e-14	0.65323	0.109405	-5.78591e-15	0.5	0.0304044
8.41	-5.28491	-0.11971	-3.71796e-14	0.653587	0.109414	-5.96548e-15	0.5	0.0304041
8.42	-5.27837	-0.118616	-3.72451e-14	0.653945	0.109422	-6.55028e-15	0.5	0.0304037
8.43	-5.27183	-0.117521	-3.73155e-14	0.654303	0.10943	-7.03884e-15	0.5	0.0304034
8.44	-5.26528	-0.116427	-3.73916e-14	0.654663	0.109438	-7.61076e-15	0.5	0.030403
8.45	-5.25873	-0.115333	-3.74728e-14	0.655023	0.109446	-8.1183e-15	0.5	0.0304027
8.46	-5.25217	-0.114238	-3.75525e-14	0.655385	0.109454	-7.97803e-15	0.5	0.0304023
8.47	-5.24562	-0.113143	-3.76265e-14	0.655747	0.109462	-7.3946e-15	0.5	0.0304019
8.48	-5.23906	-0.112049	-3.76946e-14	0.65611	0.109469	-6.80642e-15	0.5	0.0304016
8.49	-5.23249	-0.110954	-3.77631e-14	0.656474	0.109477	-6.85453e-15	0.5	0.0304012
8.5	-5.22592	-0.109859	-3.78302e-14	0.656839	0.109485	-6.71155e-15	0.5	0.0304008
8.51	-5.21935	-0.108764	-3.78981e-14	0.657205	0.109493	-6.78948e-15	0.5	0.0304005
8.52	-5.21278	-0.107669	-3.79659e-14	0.657572	0.1095	-6.77457e-15	0.5	0.0304001
8.53	-5.2062	-0.106574	-3.80282e-14	0.65794	0.109508	-6.23857e-15	0.5	0.0303997
8.54	-5.19961	-0.105479	-3.80891e-14	0.658308	0.109515	-6.08813e-15	0.5	0.0303994
8.55	-5.19303	-0.104384	-3.81539e-14	0.658678	0.109523	-6.4798e-15	0.5	0.030399
8.56	-5.18644	-0.103288	-3.82173e-14	0.659049	0.10953	-6.33547e-15	0.5	0.0303986
8.57	-5.17984	-0.102193	-3.82829e-14	0.65942	0.109538	-6.56112e-15	0.5	0.0303982
8.58	-5.17324	-0.101098	-3.83541e-14	0.659793	0.109545	-7.12422e-15	0.5	0.0303978
8.59	-5.16664	-0.100002	-3.84263e-14	0.660166	0.109552	-7.21232e-15	0.5	0.0303975
8.6	-5.16004	-0.0989064	-3.85047e-14	0.660541	0.10956	-7.84251e-15	0.5	0.0303971
8.61	-5.15343	-0.0978108	-3.85888e-14	0.660916	0.109567	-8.40833e-15	0.5	0.0303967
8.62	-5.14681	-0.096715	-3.86784e-14	0.661292	0.109574	-8.96127e-15	0.5	0.0303963
8.63	-5.1402	-0.0956192	-3.87661e-14	0.66167	0.109581	-8.77153e-15	0.5	0.0303959
8.64	-5.13358	-0.0945233	-3.88524e-14	0.662048	0.109588	-8.63533e-15	0.5	0.0303955
8.65	-5.12695	-0.0934274	-3.89388e-14	0.662427	0.109595	-8.63194e-15	0.5	0.0303951
8.66	-5.12032	-0.0923314	-3.90273e-14	0.662807	0.109602	-8.85353e-15	0.5	0.0303947
8.67	-5.11369	-0.0912353	-3.91205e-14	0.663189	0.109609	-9.31973e-15	0.5	0.0303943
8.68	-5.10706	-0.0901391	-3.92142e-14	0.663571	0.109616	-9.36785e-15	0.5	0.0303939
8.69	-5.10042	-0.0890429	-3.93142e-14	0.663954	0.109622	-1.00035e-14	0.5	0.0303935
8.7	-5.09377	-0.0879466	-3.94186e-14	0.664338	0.109629	-1.04371e-14	0.5	0.0303931
8.71	-5.08713	-0.0868502	-3.9517e-14	0.664724	0.109636	-9.84218e-15	0.5	0.0303927
8.72	-5.08048	-0.0857538	-3.96203e-14	0.66511	0.109642	-1.03294e-14	0.5	0.0303923
8.73	-5.07382	-0.0846573	-3.973e-14	0.665497	0.109649	-1.09738e-14	0.5	0.0303919
8.74	-5.06716	-0.0835608	-3.98378e-14	0.665885	0.109655	-1.0778e-14	0.5	0.0303915
8.75	-5.0605	-0.0824642	-3.99511e-14	0.666275	0.109662	-1.13248e-14	0.5	0.0303911
8.76	-5.05383	-0.0813675	-4.00692e-14	0.666665	0.109668	-1.18154e-14	0.5	0.0303906
8.77	-5.04716	-0.0802707	-4.01891e-14	0.667056	0.109675	-1.19889e-14	0.5	0.0303902
8.78	-5.04049	-0.0791739	-4.03089e-14	0.667449	0.109681	-1.1976e-14	0.5	0.0303898
8.79	-5.03381	-0.0780771	-4.04288e-14	0.667842	0.109687	-1.19936e-14	0.5	0.0303894
8.8	-5.02713	-0.0769801	-4.05463e-14	0.668237	0.109693	-1.17463e-14	0.5	0.030389
8.81	-5.02044	-0.0758831	-4.06619e-14	0.668632	0.109699	-1.15586e-14	0.5	0.0303885
8.82	-5.01375	-0.0747861	-4.07794e-14	0.669029	0.109705	-1.17504e-14	0.5	0.0303881
8.83	-5.00706	-0.073689	-4.08936e-14	0.669427	0.109711	-1.14278e-14	0.5	0.0303877
8.84	-5.00036	-0.0725918	-4.10055e-14	0.669825	0.109717	-1.119e-14	0.5	0.0303872
8.85	-4.99366	-0.0714946	-4.11211e-14	0.670225	0.109723	-1.15579e-14	0.5	0.0303868
8.86	-4.98695	-0.0703973	-4.12328e-14	0.670626	0.109728	-1.11683e-14	0.5	0.0303863
8.87	-4.98024	-0.0692999	-4.13453e-14	0.671028	0.109734	-1.12537e-14	0.5	0.0303859
8.88	-4.97352	-0.0682025	-4.14556e-14	0.671431	0.10974	-1.10233e-14	0.5	0.0303855
8.89	-4.96681	-0.0671051	-4.15647e-14	0.671835	0.109745	-1.09108e-14	0.5	0.030385
8.9	-4.96008	-0.0660076	-4.168e-14	0.67224	0.109751	-1.15356e-14	0.5	0.0303846
8.91	-4.95336	-0.06491	-4.17962e-14	0.672647	0.109756	-1.16149e-14	0.5	0.0303841
8.92	-4.94663	-0.0638124	-4.19152e-14	0.673054	0.109762	-1.19056e-14	0.5	0.0303837
8.93	-4.93989	-0.0627147	-4.20403e-14	0.673463	0.109767	-1.25053e-14	0.5	0.0303832
8.94	-4.93315	-0.061617	-4.21589e-14	0.673873	0.109772	-1.18595e-14	0.5	0.0303827
8.95	-4.92641	-0.0605193	-4.22756e-14	0.674283	0.109777	-1.16725e-14	0.5	0.0303823
8.96	-4.91966	-0.0594214	-4.23881e-14	0.674695	0.109782	-1.12476e-14	0.5	0.0303818
8.97	-4.91291	-0.0583236	-4.25009e-14	0.675108	0.109787	-1.12821e-14	0.5	0.0303814
8.98	-4.90616	-0.0572256	-4.26174e-14	0.675523	0.109792	-1.16467e-14	0.5	0.0303809
8.99	-4.8994	-0.0561277	-4.27355e-14	0.675938	0.109797	-1.18093e-14	0.5	0.0303804
9	-4.89263	-0.0550297	-4.28499e-14	0.676354	0.109802	-1.14393e-14	0.5	0.0303799
9.01	-4.88587	-0.0539316	-4.29628e-14	0.676772	0.109806	-1.12923e-14	0.5	0.0303795
9.02	-4.87909	-0.0528335	-4.30734e-14	0.677191	0.109811	-1.10606e-14	0.5	0.030379
9.03	-4.87232	-0.0517353	-4.31847e-14	0.677611	0.109816	-1.1131e-14	0.5	0.0303785
9.04	-4.86554	-0.0506371	-4.32992e-14	0.678032	0.10982	-1.14549e-14	0.5	0.030378
9.05	-4.85875	-0.0495389	-4.3409e-14	0.678454	0.109824	-1.09759e-14	0.5	0.0303775
9.06	-4.85196	-0.0484406	-4.35201e-14	0.678878	0.109829	-1.11087e-14	0.5	0.0303771
9.07	-4.84517	-0.0473423	-4.36259e-14	0.679303	0.109833	-1.05842e-14	0.5	0.0303766
9.08	-4.83837	-0.0462439	-4.37304e-14	0.679729	0.109837	-1.0448e-14	0.5	0.0303761
9.09	-4.83157	-0.0451455	-4.3836e-14	0.680156	0.109841	-1.05625e-14	0.5	0.0303756
9.1	-4.82477	-0.044047	-4.39372e-14	0.680584	0.109845	-1.01207e-14	0.5	0.0303751
9.11	-4.81796	-0.0429485	-4.4034e-14	0.681014	0.109849	-9.67074e-15	0.5	0.0303746
9.12	-4.81114	-0.04185	-4.41312e-14	0.681444	0.109853	-9.72089e-15	0.5	0.0303741
9.13	-4.80432	-0.0407514	-4.4228e-14	0.681876	0.109857	-9.68565e-15	0.5	0.0303736
9.14	-4.7975	-0.0396528	-4.43284e-14	0.68231	0.10986	-1.00421e-14	0.5	0.030373
9.15	-4.79067	-0.0385542	-4.44274e-14	0.682744	0.109864	-9.89572e-15	0.5	0.0303725
9.16	-4.78384	-0.0374555	-4.45331e-14	0.68318	0.109868	-1.05727e-14	0.5	0.030372
9.17	-4.77701	-0.0363568	-4.46456e-14	0.683617	0.109871	-1.12469e-14	0.5	0.0303715
9.18	-4.77016	-0.0352581	-4.47631e-14	0.684055	0.109874	-1.17463e-14	0.5	0.030371
9.19	-4.76332	-0.0341593	-4.48831e-14	0.684494	0.109878	-1.20065e-14	0.5	0.0303705
9.2	-4.75647	-0.0330605	-4.50009e-14	0.684935	0.109881	-1.17802e-14	0.5	0.0303699
9.21	-4.74962	-0.0319616	-4.51193e-14	0.685377	0.109884	-1.18371e-14	0.5	0.0303694
9.22	-4.74276	-0.0308628	-4.52385e-14	0.68582	0.109887	-1.19191e-14	0.5	0.0303689
9.23	-4.7359	-0.0297639	-4.53585e-14	0.686265	0.10989	-1.20058e-14	0.5	0.0303683
9.24	-4.72903	-0.028665	-4.54798e-14	0.68671	0.109892	-1.2121e-14	0.5	0.0303678
9.25	-4.72216	-0.027566	-4.56054e-14	0.687158	0.109895	-1.25662e-14	0.5	0.0303672
9.26	-4.71528	-0.026467	-4.57303e-14	0.687606	0.109898	-1.24917e-14	0.5	0.0303667
9.27	-4.7084	-0.025368	-4.58594e-14	0.688056	0.1099	-1.29105e-14	0.5	0.0303661
9.28	-4.70152	-0.024269	-4.5987e-14	0.688507	0.109903	-1.27553e-14	0.5	0.0303656
9.29	-4.69463	-0.0231699	-4.61149e-14	0.688959	0.109905	-1.27885e-14	0.5	0.030365
9.3	-4.68773	-0.0220709	-4.62389e-14	0.689413	0.109907	-1.23995e-14	0.5	0.0303645
9.31	-4.68083	-0.0209718	-4.63658e-14	0.689868	0.109909	-1.26923e-14	0.5	0.0303639
9.32	-4.67393	-0.0198727	-4.64862e-14	0.690324	0.109911	-1.20363e-14	0.5	0.0303634
9.33	-4.66702	-0.0187735	-4.66008e-14	0.690782	0.109913	-1.14671e-14	0.5	0.0303628
9.34	-4.66011	-0.0176744	-4.67213e-14	0.691241	0.109915	-1.20458e-14	0.5	0.0303622
9.35	-4.65319	-0.0165752	-4.68425e-14	0.691702	0.109917	-1.21231e-14	0.5	0.0303616
9.36	-4.64627	-0.015476	-4.69665e-14	0.692164	0.109919	-1.23955e-14	0.5	0.0303611
9.37	-4.63934	-0.0143768	-4.70931e-14	0.692627	0.10992	-1.26584e-14	0.5	0.0303605
9.38	-4.63241	-0.0132776	-4.72233e-14	0.693091	0.109922	-1.30203e-14	0.5	0.0303599
9.39	-4.62548	-0.0121784	-4.73591e-14	0.693557	0.109923	-1.35861e-14	0.5	0.0303593
9.4	-4.61854	-0.0110791	-4.74934e-14	0.694025	0.109924	-1.34234e-14	0.5	0.0303587
9.41	-4.61159	-0.00997987	-4.76265e-14	0.694494	0.109925	-1.33177e-14	0.5	0.0303581
9.42	-4.60464	-0.00888061	-4.77622e-14	0.694964	0.109926	-1.35698e-14	0.5	0.0303575
9.43	-4.59769	-0.00778134	-4.79008e-14	0.695435	0.109927	-1.38558e-14	0.5	0.0303569
9.44	-4.59073	-0.00668206	-4.80383e-14	0.695908	0.109928	-1.37514e-14	0.5	0.0303563
9.45	-4.58377	-0.00558277	-4.81791e-14	0.696383	0.109929	-1.40821e-14	0.5	0.0303557
9.46	-4.5768	-0.00448347	-4.83222e-14	0.696859	0.109929	-1.43044e-14	0.5	0.0303551
9.47	-4.56982	-0.00338418	-4.84691e-14	0.697336	0.10993	-1.46913e-14	0.5	0.0303545
9.48	-4.56285	-0.00228487	-4.86118e-14	0.697815	0.10993	-1.42752e-14	0.5	0.0303539
9.49	-4.55586	-0.00118557	-4.87575e-14	0.698295	0.10993	-1.457e-14	0.5	0.0303532
9.5	-4.54888	-8.62654e-05	-4.89096e-14	0.698777	0.109931	-1.52029e-14	0.5	0.0303526
9.51	-4.54188	0.00101304	-4.90572e-14	0.699261	0.109931	-1.47665e-14	0.5	0.030352
9.52	-4.53489	0.00211234	-4.92035e-14	0.699745	0.10993	-1.46289e-14	0.5	0.0303514
9.53	-4.52788	0.00321165	-4.93478e-14	0.700232	0.10993	-1.4425e-14	0.5	0.0303507
9.54	-4.52088	0.00431094	-4.94872e-14	0.700719	0.10993	-1.39439e-14	0.5	0.0303501
9.55	-4.51386	0.00541024	-4.96296e-14	0.701209	0.109929	-1.42386e-14	0.5	0.0303494
9.56	-4.50685	0.00650953	-4.9771e-14	0.701699	0.109929	-1.4141e-14	0.5	0.0303488
9.57	-4.49982	0.00760881	-4.99185e-14	0.702192	0.109928	-1.47536e-14	0.5	0.0303481
9.58	-4.4928	0.00870808	-5.00622e-14	0.702686	0.109927	-1.43687e-14	0.5	0.0303475
9.59	-4.48577	0.00980734	-5.0211e-14	0.703181	0.109926	-1.48797e-14	0.5	0.0303468
9.6	-4.47873	0.0109066	-5.0362e-14	0.703678	0.109925	-1.51006e-14	0.5	0.0303461
9.61	-4.47169	0.0120058	-5.05088e-14	0.704176	0.109924	-1.46757e-14	0.5	0.0303455
9.62	-4.46464	0.0131051	-5.06593e-14	0.704677	0.109923	-1.5047e-14	0.5	0.0303448
9.63	-4.45759	0.0142043	-5.0812e-14	0.705178	0.109921	-1.52767e-14	0.5	0.0303441
9.64	-4.45053	0.0153035	-5.09653e-14	0.705681	0.10992	-1.53289e-14	0.5	0.0303434
9.65	-4.44347	0.0164026	-5.11242e-14	0.706186	0.109918	-1.58853e-14	0.5	0.0303427
9.66	-4.4364	0.0175018	-5.12784e-14	0.706693	0.109916	-1.54218e-14	0.5	0.0303421
9.67	-4.42933	0.0186009	-5.14346e-14	0.707201	0.109914	-1.56271e-14	0.5	0.0303414
9.68	-4.42225	0.0197001	-5.15941e-14	0.707711	0.109912	-1.59483e-14	0.5	0.0303407
9.69	-4.41517	0.0207992	-5.17476e-14	0.708222	0.10991	-1.53472e-14	0.5	0.03034
9.7	-4.40808	0.0218982	-5.18982e-14	0.708735	0.109907	-1.50606e-14	0.5	0.0303393
9.71	-4.40099	0.0229973	-5.20545e-14	0.709249	0.109905	-1.56278e-14	0.5	0.0303385
9.72	-4.39389	0.0240963	-5.22166e-14	0.709766	0.109902	-1.62132e-14	0.5	0.0303378
9.73	-4.38679	0.0251953	-5.23743e-14	0.710284	0.109899	-1.57728e-14	0.5	0.0303371
9.74	-4.37968	0.0262942	-5.25333e-14	0.710803	0.109896	-1.5892e-14	0.5	0.0303364
9.75	-4.37257	0.0273932	-5.26939e-14	0.711325	0.109893	-1.60675e-14	0.5	0.0303356
9.76	-4.36545	0.0284921	-5.28553e-14	0.711848	0.10989	-1.61319e-14	0.5	0.0303349
9.77	-4.35833	0.0295909	-5.30211e-14	0.712372	0.109886	-1.65825e-14	0.5	0.0303342
9.78	-4.3512	0.0306898	-5.31882e-14	0.712899	0.109883	-1.67147e-14	0.5	0.0303334
9.79	-4.34407	0.0317886	-5.33538e-14	0.713427	0.109879	-1.65581e-14	0.5	0.0303327
9.8	-4.33693	0.0328873	-5.35188e-14	0.713957	0.109875	-1.64958e-14	0.5	0.0303319
9.81	-4.32978	0.033986	-5.36807e-14	0.714488	0.109871	-1.61943e-14	0.5	0.0303312
9.82	-4.32263	0.0350847	-5.3846e-14	0.715022	0.109867	-1.65283e-14	0.5	0.0303304
9.83	-4.31547	0.0361833	-5.40119e-14	0.715557	0.109862	-1.6592e-14	0.5	0.0303296
9.84	-4.30831	0.0372819	-5.4179e-14	0.716094	0.109858	-1.67079e-14	0.5	0.0303289
9.85	-4.30115	0.0383804	-5.43486e-14	0.716632	0.109853	-1.69627e-14	0.5	0.0303281
9.86	-4.29398	0.0394789	-5.45244e-14	0.717173	0.109848	-1.75725e-14	0.5	0.0303273
9.87	-4.2868	0.0405773	-5.47068e-14	0.717715	0.109844	-1.82434e-14	0.5	0.0303265
9.88	-4.27962	0.0416757	-5.48947e-14	0.718259	0.109838	-1.87943e-14	0.5	0.0303257
9.89	-4.27243	0.0427741	-5.50791e-14	0.718805	0.109833	-1.84365e-14	0.5	0.0303249
9.9	-4.26523	0.0438723	-5.52673e-14	0.719353	0.109828	-1.88201e-14	0.5	0.0303241
9.91	-4.25804	0.0449705	-5.54588e-14	0.719903	0.109822	-1.91487e-14	0.5	0.0303233
9.92	-4.25083	0.0460687	-5.56461e-14	0.720454	0.109816	-1.8736e-14	0.5	0.0303225
9.93	-4.24362	0.0471668	-5.58325e-14	0.721007	0.10981	-1.86364e-14	0.5	0.0303217
9.94	-4.23641	0.0482648	-5.60226e-14	0.721563	0.109804	-1.90078e-14	0.5	0.0303208
9.95	-4.22918	0.0493628	-5.62168e-14	0.72212	0.109798	-1.94225e-14	0.5	0.03032
9.96	-4.22196	0.0504607	-5.64097e-14	0.722679	0.109791	-1.92917e-14	0.5	0.0303192
9.97	-4.21472	0.0515586	-5.65997e-14	0.72324	0.109784	-1.89942e-14	0.5	0.0303183
9.98	-4.20749	0.0526564	-5.67884e-14	0.723802	0.109777	-1.88763e-14	0.5	0.0303175
9.99	-4.20024	0.0537541	-5.69791e-14	0.724367	0.10977	-1.9066e-14	0.5	0.0303166
10	-4.19299	0.0548517	-5.71752e-14	0.724934	0.109763	-1.96088e-14	0.5	0.0303158
10.01	-4.18574	0.0559492	-5.73712e-14	0.725502	0.109756	-1.96034e-14	0.5	0.0303149
10.02	-4.17848	0.0570467	-5.75662e-14	0.726073	0.109748	-1.95017e-14	0.5	0.030314
10.03	-4.17121	0.0581441	-5.77634e-14	0.726646	0.10974	-1.97125e-14	0.5	0.0303132
10.04	-4.16394	0.0592415	-5.79674e-14	0.72722	0.109732	-2.04023e-14	0.5	0.0303123
10.05	-4.15666	0.0603387	-5.81663e-14	0.727797	0.109724	-1.98887e-14	0.5	0.0303114
10.06	-4.14938	0.0614358	-5.8361e-14	0.728375	0.109716	-1.94767e-14	0.5	0.0303105
10.07	-4.14209	0.0625329	-5.85585e-14	0.728956	0.109707	-1.97504e-14	0.5	0.0303096
10.08	-4.13479	0.0636299	-5.87601e-14	0.729539	0.109698	-2.0159e-14	0.5	0.0303087
10.09	-4.12749	0.0647268	-5.896e-14	0.730123	0.109689	-1.99876e-14	0.5	0.0303078
