# Ausgabe:______________________________________________________
# Zeit	X	Y	Z	VX	VY	VZ	L	E
42.08	-13.7768	-9.02183	3.6238e-12	-0.373124	-0.20805	7.26853e-14	0.5	0.0305293
42.09	-13.7806	-9.02391	3.62453e-12	-0.373093	-0.20803	7.27281e-14	0.5	0.0305293
42.1	-13.7843	-9.02599	3.62525e-12	-0.373062	-0.208009	7.26231e-14	0.5	0.0305293
42.11	-13.788	-9.02807	3.62598e-12	-0.373032	-0.207989	7.25367e-14	0.5	0.0305292
42.12	-13.7917	-9.03015	3.6267e-12	-0.373001	-0.207969	7.2631e-14	0.5	0.0305292
42.13	-13.7955	-9.03223	3.62743e-12	-0.37297	-0.207949	7.25328e-14	0.5	0.0305292
42.14	-13.7992	-9.03431	3.62816e-12	-0.372939	-0.207929	7.26e-14	0.5	0.0305292
42.15	-13.8029	-9.03639	3.62888e-12	-0.372909	-0.207909	7.25709e-14	0.5	0.0305292
42.16	-13.8067	-9.03847	3.62961e-12	-0.372878	-0.207888	7.25187e-14	0.5	0.0305292
42.17	-13.8104	-9.04055	3.63033e-12	-0.372847	-0.207868	7.2515e-14	0.5	0.0305292
42.18	-13.8141	-9.04263	3.63106e-12	-0.372816	-0.207848	7.23671e-14	0.5	0.0305292
42.19	-13.8178	-9.04471	3.63178e-12	-0.372786	-0.207828	7.25291e-14	0.5	0.0305292
42.2	-13.8216	-9.04678	3.63251e-12	-0.372755	-0.207808	7.2659e-14	0.5	0.0305292
42.21	-13.8253	-9.04886	3.63323e-12	-0.372724	-0.207788	7.26473e-14	0.5	0.0305292
42.22	-13.829	-9.05094	3.63396e-12	-0.372694	-0.207768	7.26331e-14	0.5	0.0305292
42.23	-13.8328	-9.05302	3.63469e-12	-0.372663	-0.207748	7.25773e-14	0.5	0.0305292
42.24	-13.8365	-9.05509	3.63541e-12	-0.372632	-0.207728	7.2689e-14	0.5	0.0305292
42.25	-13.8402	-9.05717	3.63614e-12	-0.372602	-0.207708	7.27959e-14	0.5	0.0305292
42.26	-13.8439	-9.05925	3.63687e-12	-0.372571	-0.207688	7.29548e-14	0.5	0.0305292
42.27	-13.8477	-9.06133	3.6376e-12	-0.372541	-0.207668	7.28713e-14	0.5	0.0305292
42.28	-13.8514	-9.0634	3.63833e-12	-0.37251	-0.207648	7.30339e-14	0.5	0.0305292
42.29	-13.8551	-9.06548	3.63906e-12	-0.37248	-0.207628	7.3011e-14	0.5	0.0305292
42.3	-13.8588	-9.06755	3.63979e-12	-0.372449	-0.207608	7.3135e-14	0.5	0.0305292
42.31	-13.8626	-9.06963	3.64052e-12	-0.372419	-0.207588	7.30103e-14	0.5	0.0305292
42.32	-13.8663	-9.07171	3.64125e-12	-0.372388	-0.207568	7.31049e-14	0.5	0.0305292
42.33	-13.87	-9.07378	3.64198e-12	-0.372358	-0.207548	7.31913e-14	0.5	0.0305291
42.34	-13.8737	-9.07586	3.64271e-12	-0.372327	-0.207528	7.30513e-14	0.5	0.0305291
42.35	-13.8775	-9.07793	3.64345e-12	-0.372297	-0.207508	7.32019e-14	0.5	0.0305291
42.36	-13.8812	-9.08001	3.64418e-12	-0.372266	-0.207488	7.31321e-14	0.5	0.0305291
42.37	-13.8849	-9.08208	3.64491e-12	-0.372236	-0.207468	7.3217e-14	0.5	0.0305291
42.38	-13.8886	-9.08416	3.64564e-12	-0.372205	-0.207448	7.30979e-14	0.5	0.0305291
42.39	-13.8923	-9.08623	3.64637e-12	-0.372175	-0.207429	7.32473e-14	0.5	0.0305291
42.4	-13.8961	-9.0883	3.64711e-12	-0.372145	-0.207409	7.31857e-14	0.5	0.0305291
42.41	-13.8998	-9.09038	3.64784e-12	-0.372114	-0.207389	7.33332e-14	0.5	0.0305291
42.42	-13.9035	-9.09245	3.64857e-12	-0.372084	-0.207369	7.34051e-14	0.5	0.0305291
42.43	-13.9072	-9.09453	3.64931e-12	-0.372054	-0.207349	7.32994e-14	0.5	0.0305291
42.44	-13.9109	-9.0966	3.65004e-12	-0.372023	-0.207329	7.32531e-14	0.5	0.0305291
42.45	-13.9147	-9.09867	3.65077e-12	-0.371993	-0.20731	7.3411e-14	0.5	0.0305291
42.46	-13.9184	-9.10074	3.65151e-12	-0.371963	-0.20729	7.34574e-14	0.5	0.0305291
42.47	-13.9221	-9.10282	3.65224e-12	-0.371933	-0.20727	7.34317e-14	0.5	0.0305291
42.48	-13.9258	-9.10489	3.65298e-12	-0.371902	-0.20725	7.34701e-14	0.5	0.0305291
42.49	-13.9295	-9.10696	3.65371e-12	-0.371872	-0.20723	7.34425e-14	0.5	0.0305291
42.5	-13.9333	-9.10903	3.65444e-12	-0.371842	-0.207211	7.33932e-14	0.5	0.0305291
42.51	-13.937	-9.11111	3.65518e-12	-0.371812	-0.207191	7.34147e-14	0.5	0.0305291
42.52	-13.9407	-9.11318	3.65591e-12	-0.371781	-0.207171	7.33876e-14	0.5	0.0305291
42.53	-13.9444	-9.11525	3.65665e-12	-0.371751	-0.207151	7.3557e-14	0.5	0.0305291
42.54	-13.9481	-9.11732	3.65738e-12	-0.371721	-0.207132	7.34078e-14	0.5	0.0305291
42.55	-13.9518	-9.11939	3.65811e-12	-0.371691	-0.207112	7.32626e-14	0.5	0.030529
42.56	-13.9556	-9.12146	3.65885e-12	-0.371661	-0.207092	7.32399e-14	0.5	0.030529
42.57	-13.9593	-9.12353	3.65958e-12	-0.371631	-0.207073	7.31455e-14	0.5	0.030529
42.58	-13.963	-9.1256	3.66031e-12	-0.371601	-0.207053	7.32987e-14	0.5	0.030529
42.59	-13.9667	-9.12767	3.66104e-12	-0.371571	-0.207033	7.31843e-14	0.5	0.030529
42.6	-13.9704	-9.12974	3.66177e-12	-0.37154	-0.207014	7.31013e-14	0.5	0.030529
42.61	-13.9741	-9.13181	3.66251e-12	-0.37151	-0.206994	7.32287e-14	0.5	0.030529
42.62	-13.9779	-9.13388	3.66324e-12	-0.37148	-0.206974	7.33276e-14	0.5	0.030529
42.63	-13.9816	-9.13595	3.66397e-12	-0.37145	-0.206955	7.34247e-14	0.5	0.030529
42.64	-13.9853	-9.13802	3.66471e-12	-0.37142	-0.206935	7.34616e-14	0.5	0.030529
42.65	-13.989	-9.14009	3.66544e-12	-0.37139	-0.206916	7.3461e-14	0.5	0.030529
42.66	-13.9927	-9.14216	3.66618e-12	-0.37136	-0.206896	7.33995e-14	0.5	0.030529
42.67	-13.9964	-9.14423	3.66691e-12	-0.37133	-0.206876	7.32524e-14	0.5	0.030529
42.68	-14.0001	-9.1463	3.66764e-12	-0.3713	-0.206857	7.31464e-14	0.5	0.030529
42.69	-14.0039	-9.14837	3.66837e-12	-0.37127	-0.206837	7.31567e-14	0.5	0.030529
42.7	-14.0076	-9.15043	3.66911e-12	-0.371241	-0.206818	7.3328e-14	0.5	0.030529
42.71	-14.0113	-9.1525	3.66984e-12	-0.371211	-0.206798	7.34491e-14	0.5	0.030529
42.72	-14.015	-9.15457	3.67058e-12	-0.371181	-0.206779	7.34549e-14	0.5	0.030529
42.73	-14.0187	-9.15664	3.67131e-12	-0.371151	-0.206759	7.35804e-14	0.5	0.030529
42.74	-14.0224	-9.15871	3.67205e-12	-0.371121	-0.20674	7.35131e-14	0.5	0.030529
42.75	-14.0261	-9.16077	3.67278e-12	-0.371091	-0.20672	7.36124e-14	0.5	0.030529
42.76	-14.0298	-9.16284	3.67352e-12	-0.371061	-0.206701	7.37361e-14	0.5	0.030529
42.77	-14.0335	-9.16491	3.67426e-12	-0.371032	-0.206681	7.38906e-14	0.5	0.0305289
42.78	-14.0373	-9.16697	3.675e-12	-0.371002	-0.206662	7.40115e-14	0.5	0.0305289
42.79	-14.041	-9.16904	3.67574e-12	-0.370972	-0.206642	7.39123e-14	0.5	0.0305289
42.8	-14.0447	-9.17111	3.67648e-12	-0.370942	-0.206623	7.3832e-14	0.5	0.0305289
42.81	-14.0484	-9.17317	3.67722e-12	-0.370912	-0.206603	7.39793e-14	0.5	0.0305289
42.82	-14.0521	-9.17524	3.67795e-12	-0.370883	-0.206584	7.38609e-14	0.5	0.0305289
42.83	-14.0558	-9.1773	3.67869e-12	-0.370853	-0.206565	7.38076e-14	0.5	0.0305289
42.84	-14.0595	-9.17937	3.67943e-12	-0.370823	-0.206545	7.3865e-14	0.5	0.0305289
42.85	-14.0632	-9.18143	3.68017e-12	-0.370794	-0.206526	7.39253e-14	0.5	0.0305289
42.86	-14.0669	-9.1835	3.68091e-12	-0.370764	-0.206506	7.38403e-14	0.5	0.0305289
42.87	-14.0706	-9.18556	3.68165e-12	-0.370734	-0.206487	7.39189e-14	0.5	0.0305289
42.88	-14.0743	-9.18763	3.68239e-12	-0.370705	-0.206468	7.3793e-14	0.5	0.0305289
42.89	-14.078	-9.18969	3.68312e-12	-0.370675	-0.206448	7.36947e-14	0.5	0.0305289
42.9	-14.0817	-9.19176	3.68386e-12	-0.370645	-0.206429	7.38286e-14	0.5	0.0305289
42.91	-14.0855	-9.19382	3.6846e-12	-0.370616	-0.20641	7.38264e-14	0.5	0.0305289
42.92	-14.0892	-9.19589	3.68534e-12	-0.370586	-0.20639	7.3956e-14	0.5	0.0305289
42.93	-14.0929	-9.19795	3.68608e-12	-0.370556	-0.206371	7.4007e-14	0.5	0.0305289
42.94	-14.0966	-9.20001	3.68682e-12	-0.370527	-0.206352	7.41196e-14	0.5	0.0305289
42.95	-14.1003	-9.20208	3.68756e-12	-0.370497	-0.206332	7.41987e-14	0.5	0.0305289
42.96	-14.104	-9.20414	3.68831e-12	-0.370468	-0.206313	7.42911e-14	0.5	0.0305289
42.97	-14.1077	-9.2062	3.68905e-12	-0.370438	-0.206294	7.42396e-14	0.5	0.0305289
42.98	-14.1114	-9.20826	3.68979e-12	-0.370409	-0.206275	7.43642e-14	0.5	0.0305289
42.99	-14.1151	-9.21033	3.69053e-12	-0.370379	-0.206255	7.42436e-14	0.5	0.0305289
43	-14.1188	-9.21239	3.69128e-12	-0.37035	-0.206236	7.41825e-14	0.5	0.0305288
43.01	-14.1225	-9.21445	3.69202e-12	-0.37032	-0.206217	7.40781e-14	0.5	0.0305288
43.02	-14.1262	-9.21651	3.69276e-12	-0.370291	-0.206198	7.40024e-14	0.5	0.0305288
43.03	-14.1299	-9.21858	3.6935e-12	-0.370261	-0.206179	7.38467e-14	0.5	0.0305288
43.04	-14.1336	-9.22064	3.69423e-12	-0.370232	-0.206159	7.37029e-14	0.5	0.0305288
43.05	-14.1373	-9.2227	3.69497e-12	-0.370203	-0.20614	7.37937e-14	0.5	0.0305288
43.06	-14.141	-9.22476	3.69571e-12	-0.370173	-0.206121	7.36763e-14	0.5	0.0305288
43.07	-14.1447	-9.22682	3.69644e-12	-0.370144	-0.206102	7.35604e-14	0.5	0.0305288
43.08	-14.1484	-9.22888	3.69718e-12	-0.370114	-0.206083	7.34428e-14	0.5	0.0305288
43.09	-14.1521	-9.23094	3.69791e-12	-0.370085	-0.206063	7.33751e-14	0.5	0.0305288
43.1	-14.1558	-9.233	3.69864e-12	-0.370056	-0.206044	7.34186e-14	0.5	0.0305288
43.11	-14.1595	-9.23506	3.69938e-12	-0.370026	-0.206025	7.33522e-14	0.5	0.0305288
43.12	-14.1632	-9.23712	3.70011e-12	-0.369997	-0.206006	7.32997e-14	0.5	0.0305288
43.13	-14.1669	-9.23918	3.70084e-12	-0.369968	-0.205987	7.32797e-14	0.5	0.0305288
43.14	-14.1706	-9.24124	3.70158e-12	-0.369939	-0.205968	7.31238e-14	0.5	0.0305288
43.15	-14.1743	-9.2433	3.70231e-12	-0.369909	-0.205949	7.29599e-14	0.5	0.0305288
43.16	-14.178	-9.24536	3.70303e-12	-0.36988	-0.20593	7.29079e-14	0.5	0.0305288
43.17	-14.1817	-9.24742	3.70376e-12	-0.369851	-0.205911	7.30474e-14	0.5	0.0305288
43.18	-14.1854	-9.24948	3.70449e-12	-0.369822	-0.205892	7.29961e-14	0.5	0.0305288
43.19	-14.1891	-9.25154	3.70522e-12	-0.369792	-0.205873	7.28867e-14	0.5	0.0305288
43.2	-14.1928	-9.2536	3.70595e-12	-0.369763	-0.205854	7.3039e-14	0.5	0.0305288
43.21	-14.1965	-9.25565	3.70668e-12	-0.369734	-0.205835	7.28979e-14	0.5	0.0305288
43.22	-14.2002	-9.25771	3.70741e-12	-0.369705	-0.205815	7.28755e-14	0.5	0.0305288
43.23	-14.2039	-9.25977	3.70814e-12	-0.369676	-0.205796	7.27259e-14	0.5	0.0305287
43.24	-14.2076	-9.26183	3.70887e-12	-0.369647	-0.205777	7.28777e-14	0.5	0.0305287
43.25	-14.2113	-9.26389	3.7096e-12	-0.369617	-0.205758	7.29616e-14	0.5	0.0305287
43.26	-14.215	-9.26594	3.71033e-12	-0.369588	-0.20574	7.29905e-14	0.5	0.0305287
43.27	-14.2187	-9.268	3.71106e-12	-0.369559	-0.205721	7.31096e-14	0.5	0.0305287
43.28	-14.2224	-9.27006	3.71179e-12	-0.36953	-0.205702	7.32262e-14	0.5	0.0305287
43.29	-14.2261	-9.27211	3.71252e-12	-0.369501	-0.205683	7.31696e-14	0.5	0.0305287
43.3	-14.2298	-9.27417	3.71325e-12	-0.369472	-0.205664	7.30003e-14	0.5	0.0305287
43.31	-14.2335	-9.27623	3.71398e-12	-0.369443	-0.205645	7.30341e-14	0.5	0.0305287
43.32	-14.2372	-9.27828	3.71471e-12	-0.369414	-0.205626	7.28924e-14	0.5	0.0305287
43.33	-14.2408	-9.28034	3.71544e-12	-0.369385	-0.205607	7.29739e-14	0.5	0.0305287
43.34	-14.2445	-9.2824	3.71617e-12	-0.369356	-0.205588	7.28179e-14	0.5	0.0305287
43.35	-14.2482	-9.28445	3.7169e-12	-0.369327	-0.205569	7.28074e-14	0.5	0.0305287
43.36	-14.2519	-9.28651	3.71763e-12	-0.369298	-0.20555	7.27794e-14	0.5	0.0305287
43.37	-14.2556	-9.28856	3.71835e-12	-0.369269	-0.205531	7.29133e-14	0.5	0.0305287
43.38	-14.2593	-9.29062	3.71908e-12	-0.36924	-0.205513	7.28846e-14	0.5	0.0305287
43.39	-14.263	-9.29267	3.71981e-12	-0.369211	-0.205494	7.27833e-14	0.5	0.0305287
43.4	-14.2667	-9.29473	3.72054e-12	-0.369182	-0.205475	7.26444e-14	0.5	0.0305287
43.41	-14.2704	-9.29678	3.72126e-12	-0.369153	-0.205456	7.26705e-14	0.5	0.0305287
43.42	-14.2741	-9.29884	3.72199e-12	-0.369124	-0.205437	7.2626e-14	0.5	0.0305287
43.43	-14.2778	-9.30089	3.72272e-12	-0.369096	-0.205418	7.25036e-14	0.5	0.0305287
43.44	-14.2815	-9.30294	3.72344e-12	-0.369067	-0.2054	7.25269e-14	0.5	0.0305287
43.45	-14.2852	-9.305	3.72417e-12	-0.369038	-0.205381	7.24411e-14	0.5	0.0305287
43.46	-14.2888	-9.30705	3.72489e-12	-0.369009	-0.205362	7.25672e-14	0.5	0.0305287
43.47	-14.2925	-9.30911	3.72562e-12	-0.36898	-0.205343	7.25685e-14	0.5	0.0305286
43.48	-14.2962	-9.31116	3.72634e-12	-0.368951	-0.205325	7.24249e-14	0.5	0.0305286
43.49	-14.2999	-9.31321	3.72707e-12	-0.368923	-0.205306	7.25721e-14	0.5	0.0305286
43.5	-14.3036	-9.31526	3.72779e-12	-0.368894	-0.205287	7.27078e-14	0.5	0.0305286
43.51	-14.3073	-9.31732	3.72852e-12	-0.368865	-0.205268	7.27876e-14	0.5	0.0305286
43.52	-14.311	-9.31937	3.72925e-12	-0.368836	-0.20525	7.26914e-14	0.5	0.0305286
43.53	-14.3147	-9.32142	3.72998e-12	-0.368808	-0.205231	7.27667e-14	0.5	0.0305286
43.54	-14.3184	-9.32347	3.7307e-12	-0.368779	-0.205212	7.27757e-14	0.5	0.0305286
43.55	-14.322	-9.32553	3.73143e-12	-0.36875	-0.205194	7.27766e-14	0.5	0.0305286
43.56	-14.3257	-9.32758	3.73216e-12	-0.368722	-0.205175	7.29107e-14	0.5	0.0305286
43.57	-14.3294	-9.32963	3.73289e-12	-0.368693	-0.205156	7.29561e-14	0.5	0.0305286
43.58	-14.3331	-9.33168	3.73362e-12	-0.368664	-0.205137	7.31228e-14	0.5	0.0305286
43.59	-14.3368	-9.33373	3.73435e-12	-0.368636	-0.205119	7.31442e-14	0.5	0.0305286
43.6	-14.3405	-9.33578	3.73508e-12	-0.368607	-0.2051	7.31255e-14	0.5	0.0305286
43.61	-14.3442	-9.33783	3.73582e-12	-0.368578	-0.205082	7.32905e-14	0.5	0.0305286
43.62	-14.3478	-9.33988	3.73655e-12	-0.36855	-0.205063	7.33129e-14	0.5	0.0305286
43.63	-14.3515	-9.34193	3.73728e-12	-0.368521	-0.205044	7.31477e-14	0.5	0.0305286
43.64	-14.3552	-9.34399	3.73801e-12	-0.368492	-0.205026	7.31027e-14	0.5	0.0305286
43.65	-14.3589	-9.34604	3.73874e-12	-0.368464	-0.205007	7.31393e-14	0.5	0.0305286
43.66	-14.3626	-9.34809	3.73948e-12	-0.368435	-0.204989	7.32414e-14	0.5	0.0305286
43.67	-14.3663	-9.35013	3.74021e-12	-0.368407	-0.20497	7.31015e-14	0.5	0.0305286
43.68	-14.37	-9.35218	3.74094e-12	-0.368378	-0.204951	7.31189e-14	0.5	0.0305286
43.69	-14.3736	-9.35423	3.74167e-12	-0.36835	-0.204933	7.31604e-14	0.5	0.0305286
43.7	-14.3773	-9.35628	3.7424e-12	-0.368321	-0.204914	7.30671e-14	0.5	0.0305286
43.71	-14.381	-9.35833	3.74313e-12	-0.368293	-0.204896	7.29929e-14	0.5	0.0305285
43.72	-14.3847	-9.36038	3.74386e-12	-0.368264	-0.204877	7.29807e-14	0.5	0.0305285
43.73	-14.3884	-9.36243	3.74459e-12	-0.368236	-0.204859	7.30446e-14	0.5	0.0305285
43.74	-14.392	-9.36448	3.74532e-12	-0.368207	-0.20484	7.30308e-14	0.5	0.0305285
43.75	-14.3957	-9.36653	3.74605e-12	-0.368179	-0.204822	7.28935e-14	0.5	0.0305285
43.76	-14.3994	-9.36857	3.74678e-12	-0.368151	-0.204803	7.28045e-14	0.5	0.0305285
43.77	-14.4031	-9.37062	3.74751e-12	-0.368122	-0.204785	7.28299e-14	0.5	0.0305285
43.78	-14.4068	-9.37267	3.74823e-12	-0.368094	-0.204766	7.27874e-14	0.5	0.0305285
43.79	-14.4105	-9.37472	3.74896e-12	-0.368065	-0.204748	7.28004e-14	0.5	0.0305285
43.8	-14.4141	-9.37676	3.74969e-12	-0.368037	-0.204729	7.27864e-14	0.5	0.0305285
43.81	-14.4178	-9.37881	3.75042e-12	-0.368009	-0.204711	7.275e-14	0.5	0.0305285
43.82	-14.4215	-9.38086	3.75115e-12	-0.36798	-0.204692	7.27952e-14	0.5	0.0305285
43.83	-14.4252	-9.3829	3.75187e-12	-0.367952	-0.204674	7.26243e-14	0.5	0.0305285
43.84	-14.4289	-9.38495	3.7526e-12	-0.367924	-0.204656	7.24835e-14	0.5	0.0305285
43.85	-14.4325	-9.387	3.75332e-12	-0.367895	-0.204637	7.24579e-14	0.5	0.0305285
43.86	-14.4362	-9.38904	3.75404e-12	-0.367867	-0.204619	7.22921e-14	0.5	0.0305285
43.87	-14.4399	-9.39109	3.75477e-12	-0.367839	-0.2046	7.2147e-14	0.5	0.0305285
43.88	-14.4436	-9.39314	3.75549e-12	-0.367811	-0.204582	7.22102e-14	0.5	0.0305285
43.89	-14.4472	-9.39518	3.75621e-12	-0.367782	-0.204564	7.21948e-14	0.5	0.0305285
43.9	-14.4509	-9.39723	3.75693e-12	-0.367754	-0.204545	7.22468e-14	0.5	0.0305285
43.91	-14.4546	-9.39927	3.75766e-12	-0.367726	-0.204527	7.23176e-14	0.5	0.0305285
43.92	-14.4583	-9.40132	3.75838e-12	-0.367698	-0.204509	7.22489e-14	0.5	0.0305285
43.93	-14.462	-9.40336	3.7591e-12	-0.36767	-0.20449	7.22441e-14	0.5	0.0305285
43.94	-14.4656	-9.40541	3.75982e-12	-0.367641	-0.204472	7.16251e-14	0.5	0.0305285
43.95	-14.4693	-9.40745	3.76053e-12	-0.367613	-0.204454	7.16495e-14	0.5	0.0305285
43.96	-14.473	-9.4095	3.76125e-12	-0.367585	-0.204435	7.16414e-14	0.5	0.0305284
43.97	-14.4767	-9.41154	3.76197e-12	-0.367557	-0.204417	7.18037e-14	0.5	0.0305284
43.98	-14.4803	-9.41358	3.76269e-12	-0.367529	-0.204399	7.17418e-14	0.5	0.0305284
43.99	-14.484	-9.41563	3.7634e-12	-0.367501	-0.204381	7.16307e-14	0.5	0.0305284
44	-14.4877	-9.41767	3.76412e-12	-0.367473	-0.204362	7.17769e-14	0.5	0.0305284
44.01	-14.4914	-9.41971	3.76484e-12	-0.367445	-0.204344	7.16478e-14	0.5	0.0305284
44.02	-14.495	-9.42176	3.76555e-12	-0.367416	-0.204326	7.17506e-14	0.5	0.0305284
44.03	-14.4987	-9.4238	3.76627e-12	-0.367388	-0.204308	7.16116e-14	0.5	0.0305284
44.04	-14.5024	-9.42584	3.76699e-12	-0.36736	-0.204289	7.16883e-14	0.5	0.0305284
44.05	-14.5061	-9.42789	3.7677e-12	-0.367332	-0.204271	7.17771e-14	0.5	0.0305284
44.06	-14.5097	-9.42993	3.76842e-12	-0.367304	-0.204253	7.1867e-14	0.5	0.0305284
44.07	-14.5134	-9.43197	3.76914e-12	-0.367276	-0.204235	7.19107e-14	0.5	0.0305284
44.08	-14.5171	-9.43401	3.76986e-12	-0.367248	-0.204217	7.20566e-14	0.5	0.0305284
44.09	-14.5207	-9.43606	3.77058e-12	-0.36722	-0.204198	7.20486e-14	0.5	0.0305284
44.1	-14.5244	-9.4381	3.7713e-12	-0.367192	-0.20418	7.20762e-14	0.5	0.0305284
44.11	-14.5281	-9.44014	3.77202e-12	-0.367164	-0.204162	7.20341e-14	0.5	0.0305284
44.12	-14.5318	-9.44218	3.77274e-12	-0.367137	-0.204144	7.18982e-14	0.5	0.0305284
44.13	-14.5354	-9.44422	3.77346e-12	-0.367109	-0.204126	7.18365e-14	0.5	0.0305284
44.14	-14.5391	-9.44626	3.77418e-12	-0.367081	-0.204108	7.18438e-14	0.5	0.0305284
44.15	-14.5428	-9.4483	3.7749e-12	-0.367053	-0.20409	7.17811e-14	0.5	0.0305284
44.16	-14.5464	-9.45034	3.77562e-12	-0.367025	-0.204071	7.18973e-14	0.5	0.0305284
44.17	-14.5501	-9.45239	3.77633e-12	-0.366997	-0.204053	7.17693e-14	0.5	0.0305284
44.18	-14.5538	-9.45443	3.77705e-12	-0.366969	-0.204035	7.16207e-14	0.5	0.0305284
44.19	-14.5574	-9.45647	3.77777e-12	-0.366941	-0.204017	7.17162e-14	0.5	0.0305284
44.2	-14.5611	-9.45851	3.77848e-12	-0.366914	-0.203999	7.16007e-14	0.5	0.0305284
44.21	-14.5648	-9.46055	3.7792e-12	-0.366886	-0.203981	7.14328e-14	0.5	0.0305283
44.22	-14.5685	-9.46259	3.77991e-12	-0.366858	-0.203963	7.13945e-14	0.5	0.0305283
44.23	-14.5721	-9.46462	3.78063e-12	-0.36683	-0.203945	7.142e-14	0.5	0.0305283
44.24	-14.5758	-9.46666	3.78134e-12	-0.366802	-0.203927	7.13251e-14	0.5	0.0305283
44.25	-14.5795	-9.4687	3.78205e-12	-0.366775	-0.203909	7.11867e-14	0.5	0.0305283
44.26	-14.5831	-9.47074	3.78276e-12	-0.366747	-0.203891	7.13114e-14	0.5	0.0305283
44.27	-14.5868	-9.47278	3.78348e-12	-0.366719	-0.203873	7.1178e-14	0.5	0.0305283
44.28	-14.5905	-9.47482	3.78419e-12	-0.366691	-0.203855	7.13386e-14	0.5	0.0305283
44.29	-14.5941	-9.47686	3.7849e-12	-0.366664	-0.203837	7.14647e-14	0.5	0.0305283
44.3	-14.5978	-9.4789	3.78562e-12	-0.366636	-0.203819	7.1558e-14	0.5	0.0305283
44.31	-14.6015	-9.48093	3.78634e-12	-0.366608	-0.203801	7.1682e-14	0.5	0.0305283
44.32	-14.6051	-9.48297	3.78705e-12	-0.366581	-0.203783	7.16527e-14	0.5	0.0305283
44.33	-14.6088	-9.48501	3.78777e-12	-0.366553	-0.203765	7.17012e-14	0.5	0.0305283
44.34	-14.6125	-9.48705	3.78849e-12	-0.366525	-0.203747	7.15482e-14	0.5	0.0305283
44.35	-14.6161	-9.48908	3.7892e-12	-0.366498	-0.203729	7.15131e-14	0.5	0.0305283
44.36	-14.6198	-9.49112	3.78992e-12	-0.36647	-0.203711	7.14467e-14	0.5	0.0305283
44.37	-14.6235	-9.49316	3.79063e-12	-0.366442	-0.203693	7.13478e-14	0.5	0.0305283
44.38	-14.6271	-9.49519	3.79134e-12	-0.366415	-0.203675	7.11904e-14	0.5	0.0305283
44.39	-14.6308	-9.49723	3.79205e-12	-0.366387	-0.203657	7.11536e-14	0.5	0.0305283
44.4	-14.6344	-9.49927	3.79276e-12	-0.36636	-0.203639	7.10801e-14	0.5	0.0305283
44.41	-14.6381	-9.5013	3.79347e-12	-0.366332	-0.203622	7.10073e-14	0.5	0.0305283
44.42	-14.6418	-9.50334	3.79418e-12	-0.366305	-0.203604	7.1164e-14	0.5	0.0305283
44.43	-14.6454	-9.50538	3.7949e-12	-0.366277	-0.203586	7.11926e-14	0.5	0.0305283
44.44	-14.6491	-9.50741	3.79561e-12	-0.36625	-0.203568	7.11364e-14	0.5	0.0305283
44.45	-14.6528	-9.50945	3.79632e-12	-0.366222	-0.20355	7.11924e-14	0.5	0.0305283
44.46	-14.6564	-9.51148	3.79703e-12	-0.366195	-0.203532	7.1271e-14	0.5	0.0305283
44.47	-14.6601	-9.51352	3.79775e-12	-0.366167	-0.203514	7.12622e-14	0.5	0.0305282
44.48	-14.6637	-9.51555	3.79846e-12	-0.36614	-0.203497	7.12426e-14	0.5	0.0305282
44.49	-14.6674	-9.51759	3.79917e-12	-0.366112	-0.203479	7.12246e-14	0.5	0.0305282
44.5	-14.6711	-9.51962	3.79988e-12	-0.366085	-0.203461	7.11872e-14	0.5	0.0305282
44.51	-14.6747	-9.52166	3.80059e-12	-0.366057	-0.203443	7.12304e-14	0.5	0.0305282
44.52	-14.6784	-9.52369	3.80131e-12	-0.36603	-0.203425	7.13046e-14	0.5	0.0305282
44.53	-14.682	-9.52572	3.80202e-12	-0.366003	-0.203408	7.11863e-14	0.5	0.0305282
44.54	-14.6857	-9.52776	3.80273e-12	-0.365975	-0.20339	7.10701e-14	0.5	0.0305282
44.55	-14.6894	-9.52979	3.80344e-12	-0.365948	-0.203372	7.12404e-14	0.5	0.0305282
44.56	-14.693	-9.53183	3.80416e-12	-0.36592	-0.203354	7.13144e-14	0.5	0.0305282
44.57	-14.6967	-9.53386	3.80487e-12	-0.365893	-0.203337	7.14689e-14	0.5	0.0305282
44.58	-14.7003	-9.53589	3.80558e-12	-0.365866	-0.203319	7.13671e-14	0.5	0.0305282
44.59	-14.704	-9.53793	3.8063e-12	-0.365838	-0.203301	7.1307e-14	0.5	0.0305282
44.6	-14.7077	-9.53996	3.80701e-12	-0.365811	-0.203283	7.13034e-14	0.5	0.0305282
44.61	-14.7113	-9.54199	3.80772e-12	-0.365784	-0.203266	7.1456e-14	0.5	0.0305282
44.62	-14.715	-9.54402	3.80844e-12	-0.365756	-0.203248	7.15235e-14	0.5	0.0305282
44.63	-14.7186	-9.54606	3.80916e-12	-0.365729	-0.20323	7.16678e-14	0.5	0.0305282
44.64	-14.7223	-9.54809	3.80987e-12	-0.365702	-0.203213	7.1822e-14	0.5	0.0305282
44.65	-14.7259	-9.55012	3.81059e-12	-0.365675	-0.203195	7.17635e-14	0.5	0.0305282
44.66	-14.7296	-9.55215	3.81131e-12	-0.365647	-0.203177	7.16624e-14	0.5	0.0305282
